datetime,count
2020-05-28 13:55:00,1
2020-05-28 14:00:00,20
2020-05-28 14:05:00,9
2020-05-28 14:10:00,47
2020-05-28 14:15:00,112
2020-05-28 14:20:00,136
2020-05-28 14:25:00,50
2020-05-28 14:30:00,107
2020-05-28 14:35:00,118
2020-05-28 14:40:00,0
2020-05-28 14:45:00,0
2020-05-28 14:50:00,0
2020-05-28 14:55:00,0
2020-05-28 15:00:00,47
2020-05-28 15:05:00,97
2020-05-28 15:10:00,95
2020-05-28 15:15:00,32
2020-05-28 15:20:00,92
2020-05-28 15:25:00,55
2020-05-28 15:30:00,171
2020-05-28 15:35:00,8
2020-05-28 15:40:00,115
2020-05-28 15:45:00,43
2020-05-28 15:50:00,36
2020-05-28 15:55:00,5
2020-05-28 16:00:00,21
2020-05-28 16:05:00,11
2020-05-28 16:10:00,18
2020-05-28 16:15:00,12
2020-05-28 16:20:00,40
2020-05-28 16:25:00,74
2020-05-28 16:30:00,14
2020-05-28 16:35:00,31
2020-05-28 16:40:00,38
2020-05-28 16:45:00,0
2020-05-28 16:50:00,21
2020-05-28 16:55:00,2
2020-05-28 17:00:00,17
2020-05-28 17:05:00,26
2020-05-28 17:10:00,20
2020-05-28 17:15:00,36
2020-05-28 17:20:00,71
2020-05-28 17:25:00,102
2020-05-28 17:30:00,25
2020-05-28 17:35:00,131
2020-05-28 17:40:00,61
2020-05-28 17:45:00,25
2020-05-28 17:50:00,43
2020-05-28 17:55:00,148
2020-05-28 18:00:00,48
2020-05-28 18:05:00,93
2020-05-28 18:10:00,67
2020-05-28 18:15:00,28
2020-05-28 18:20:00,144
2020-05-28 18:25:00,67
2020-05-28 18:30:00,18
2020-05-28 18:35:00,27
2020-05-28 18:40:00,20
2020-05-28 18:45:00,2
2020-05-28 18:50:00,183
2020-05-28 18:55:00,94
2020-05-28 19:00:00,15
2020-05-28 19:05:00,29
2020-05-28 19:10:00,111
2020-05-28 19:15:00,11
2020-05-28 19:20:00,164
2020-05-28 19:25:00,104
2020-05-28 19:30:00,108
2020-05-28 19:35:00,44
2020-05-28 19:40:00,70
2020-05-28 19:45:00,148
2020-05-28 19:50:00,74
2020-05-28 19:55:00,21
2020-05-28 20:00:00,7
2020-05-28 20:05:00,53
2020-05-28 20:10:00,166
2020-05-28 20:15:00,114
2020-05-28 20:20:00,11
2020-05-28 20:25:00,12
2020-05-28 20:30:00,50
2020-05-28 20:35:00,26
2020-05-28 20:40:00,253
2020-05-28 20:45:00,318
2020-05-28 20:50:00,315
2020-05-28 20:55:00,314
2020-05-28 21:00:00,314
2020-05-28 21:05:00,316
