datetime,count
2020-02-21 09:15:00,10
2020-02-21 09:20:00,85
2020-02-21 09:25:00,17
2020-02-21 09:30:00,83
2020-02-21 09:35:00,245
2020-02-21 09:40:00,351
2020-02-21 09:45:00,338
2020-02-21 09:50:00,371
2020-02-21 09:55:00,318
2020-02-21 10:00:00,96
2020-02-21 10:05:00,41
2020-02-21 10:10:00,48
2020-02-21 10:15:00,224
2020-02-21 10:20:00,293
2020-02-21 10:25:00,155
2020-02-21 10:30:00,48
2020-02-21 10:35:00,150
2020-02-21 10:40:00,35
2020-02-21 10:45:00,67
2020-02-21 10:50:00,66
2020-02-21 10:55:00,357
2020-02-21 11:00:00,270
2020-02-21 11:05:00,327
2020-02-21 11:10:00,273
2020-02-21 11:15:00,373
2020-02-21 11:20:00,407
2020-02-21 11:25:00,346
2020-02-21 11:30:00,371
2020-02-21 11:35:00,342
2020-02-21 11:40:00,187
2020-02-21 11:45:00,175
2020-02-21 11:50:00,182
2020-02-21 11:55:00,278
2020-02-21 12:00:00,226
2020-02-21 12:05:00,237
2020-02-21 12:10:00,115
2020-02-21 12:15:00,226
2020-02-21 12:20:00,61
2020-02-21 12:25:00,131
2020-02-21 12:30:00,335
2020-02-21 12:35:00,4
2020-02-21 12:40:00,31
2020-02-21 12:45:00,1
2020-02-21 12:50:00,195
2020-02-21 12:55:00,368
2020-02-21 13:00:00,302
2020-02-21 13:05:00,288
2020-02-21 13:10:00,255
2020-02-21 13:15:00,288
2020-02-21 13:20:00,303
2020-02-21 13:25:00,291
2020-02-21 13:30:00,289
2020-02-21 13:35:00,331
2020-02-21 13:40:00,325
2020-02-21 13:45:00,403
2020-02-21 13:50:00,285
2020-02-21 13:55:00,30
2020-02-21 14:00:00,7
2020-02-21 14:05:00,54
2020-02-21 14:10:00,120
2020-02-21 14:15:00,132
2020-02-21 14:20:00,160
2020-02-21 14:25:00,209
2020-02-21 14:30:00,286
2020-02-21 14:35:00,197
2020-02-21 14:40:00,175
2020-02-21 14:45:00,207
2020-02-21 14:50:00,145
2020-02-21 14:55:00,33
2020-02-21 15:00:00,238
2020-02-21 15:05:00,166
2020-02-21 15:10:00,49
2020-02-21 15:15:00,3
2020-02-21 15:20:00,1
2020-02-21 15:25:00,110
2020-02-21 15:30:00,46
2020-02-21 15:35:00,175
2020-02-21 15:40:00,159
2020-02-21 15:45:00,357
2020-02-21 15:50:00,290
2020-02-21 15:55:00,170
2020-02-21 16:00:00,197
2020-02-21 16:05:00,169
2020-02-21 16:10:00,246
2020-02-21 16:15:00,173
2020-02-21 16:20:00,102
2020-02-21 16:25:00,163
2020-02-21 16:30:00,108
2020-02-21 16:35:00,168
2020-02-21 16:40:00,221
2020-02-21 16:45:00,217
2020-02-21 16:50:00,140
2020-02-21 16:55:00,201
2020-02-21 17:00:00,249
2020-02-21 17:05:00,265
2020-02-21 17:10:00,355
2020-02-21 17:15:00,234
2020-02-21 17:20:00,33
2020-02-21 17:25:00,105
2020-02-21 17:30:00,151
2020-02-21 17:35:00,170
2020-02-21 17:40:00,291
2020-02-21 17:45:00,57
2020-02-21 17:50:00,289
2020-02-21 17:55:00,320
2020-02-21 18:00:00,306
2020-02-21 18:05:00,145
2020-02-21 18:10:00,133
2020-02-21 18:15:00,287
2020-02-21 18:20:00,341
2020-02-21 18:25:00,139
2020-02-21 18:30:00,169
2020-02-21 18:35:00,281
2020-02-21 18:40:00,403
2020-02-21 18:45:00,271
2020-02-21 18:50:00,253
2020-02-21 18:55:00,319
2020-02-21 19:00:00,138
2020-02-21 19:05:00,225
2020-02-21 19:10:00,179
2020-02-21 19:15:00,95
2020-02-21 19:20:00,103
2020-02-21 19:25:00,114
2020-02-21 19:30:00,185
2020-02-21 19:35:00,0
2020-02-21 19:40:00,0
2020-02-21 19:45:00,23
2020-02-21 19:50:00,87
2020-02-21 19:55:00,15
2020-02-21 20:00:00,205
2020-02-21 20:05:00,381
2020-02-21 20:10:00,363
2020-02-21 20:15:00,277
2020-02-21 20:20:00,100
2020-02-21 20:25:00,304
2020-02-21 20:30:00,317
2020-02-21 20:35:00,327
2020-02-21 20:40:00,241
2020-02-21 20:45:00,376
2020-02-21 20:50:00,374
2020-02-21 20:55:00,368
2020-02-21 21:00:00,367
2020-02-21 21:05:00,392
2020-02-21 21:10:00,372
2020-02-21 21:15:00,357
2020-02-21 21:20:00,373
2020-02-21 21:25:00,390
2020-02-21 21:30:00,311
2020-02-21 21:35:00,47
2020-02-21 21:40:00,194
2020-02-21 21:45:00,332
2020-02-21 21:50:00,358
2020-02-21 21:55:00,338
2020-02-21 22:00:00,287
2020-02-21 22:05:00,363
2020-02-21 22:10:00,368
2020-02-21 22:15:00,362
2020-02-21 22:20:00,347
2020-02-21 22:25:00,361
2020-02-21 22:30:00,332
2020-02-21 22:35:00,348
2020-02-21 22:40:00,346
2020-02-21 22:45:00,361
2020-02-21 22:50:00,341
2020-02-21 22:55:00,356
2020-02-21 23:00:00,372
2020-02-21 23:05:00,374
2020-02-21 23:10:00,347
2020-02-21 23:15:00,367
2020-02-21 23:20:00,365
2020-02-21 23:25:00,354
2020-02-21 23:30:00,350
2020-02-21 23:35:00,343
2020-02-21 23:40:00,349
2020-02-21 23:45:00,360
2020-02-21 23:50:00,357
2020-02-21 23:55:00,338
2020-02-22 00:00:00,349
2020-02-22 00:05:00,319
2020-02-22 00:10:00,342
2020-02-22 00:15:00,340
2020-02-22 00:20:00,268
2020-02-22 00:25:00,332
2020-02-22 00:30:00,321
2020-02-22 00:35:00,336
2020-02-22 00:40:00,343
2020-02-22 00:45:00,343
2020-02-22 00:50:00,346
2020-02-22 00:55:00,343
2020-02-22 01:00:00,345
2020-02-22 01:05:00,310
2020-02-22 01:10:00,346
2020-02-22 01:15:00,350
2020-02-22 01:20:00,349
2020-02-22 01:25:00,318
